Total_land_use,Entity,Code,Year,Bovine_meat,Poultry_meat,Pigmeat,Mutton_Goat,Meat_Other,TOTAL_meat_consumed_per_capita,Total_population,Total_Consumption,dates,month
3249.17082089246,Spain,ESP,1977,13.1,20.2,20.37,3.97,3.06,60.7,36667000,2225686900,January-1977,January
3273.0476021779004,Spain,ESP,1978,13.22,20.72,22.87,3.82,3.46,64.09,37040000,2373893600,January-1978,January
3054.65643844738,Spain,ESP,1979,11.98,20.47,26.21,3.55,3.54,65.75,37387000,2458195250,January-1979,January
3248.8255804248606,Spain,ESP,1980,11.42,20.58,31.1,4.83,2.45,70.38000000000001,37698000,2653185240.0000005,January-1980,January
3372.9997797704805,Spain,ESP,1981,11.98,23.57,32.62,4.8,2.64,75.60999999999999,37972000,2871062919.9999995,January-1981,January
3431.3467952838805,Spain,ESP,1982,11.86,22.67,36.38,5.04,2.54,78.49000000000001,38210000,2999102900.0000005,January-1982,January
3405.1928151859797,Spain,ESP,1983,11.53,21.55,35.58,5.28,2.53,76.47,38413000,2937442110,January-1983,January
3443.20603204428,Spain,ESP,1984,11.55,21.02,37.63,5.37,2.49,78.06,38587000,3012101220,January-1984,January
3444.54147567558,Spain,ESP,1985,11.51,21.81,36.46,5.45,2.51,77.74000000000001,38734000,3011181160.0000005,January-1985,January
3578.7584433330803,Spain,ESP,1986,12.17,20.49,38.21,5.54,2.55,78.96000000000001,38856000,3068069760.0000005,January-1986,January
3728.6573909964204,Spain,ESP,1987,12.5,21.73,39.94,5.91,2.61,82.69,38954000,3221106260,January-1987,January
3779.71738889884,Spain,ESP,1988,12.46,22.83,45.75,5.84,2.73,89.61,39039000,3498284790,January-1988,January
3781.7962783363196,Spain,ESP,1989,12.39,23.12,45.89,5.9,2.43,89.73000000000002,39119000,3510147870.0000005,January-1989,January
4008.63910969426,Spain,ESP,1990,13,23.37,47.89,6.46,2.52,93.24,39203000,3655287720,January-1990,January
4093.4379235787997,Spain,ESP,1991,13.2,24.37,50.04,6.58,2.46,96.64999999999999,39299000,3798248349.9999995,January-1991,January
4106.234287433781,Spain,ESP,1992,13.47,23.96,50.4,6.4,2.71,96.94,39411000,3820502340,January-1992,January
4105.487803416379,Spain,ESP,1993,13.28,23.52,53.61,6.39,2.94,99.74,39534000,3943121160,January-1993,January
4188.058492379041,Spain,ESP,1994,13.71,24.49,52.52,6.48,3.06,100.26,39660000,3976311600,January-1994,January
4153.3382526461,Spain,ESP,1995,13.51,25.1,53.09,6.41,3.2,101.31,39787000,4030820970,January-1995,January
4125.89458403666,Spain,ESP,1996,13.66,24.17,55.43,6.02,3.62,102.89999999999999,39909000,4106636099.9999995,January-1996,January
4123.342230976959,Spain,ESP,1997,13.58,24.11,56.1,6.04,3.64,103.47,40035000,4142421450,January-1997,January
4514.559627787341,Spain,ESP,1998,15.17,27.87,63.69,6.16,3.9,116.78999999999999,40202000,4695191580,January-1998,January
4440.41082443556,Spain,ESP,1999,15.06,26.16,64.51,5.89,3.09,114.71000000000001,40454000,4640478340,January-1999,January
4420.013641068622,Spain,ESP,2000,14.81,25.46,63.76,6.07,3.15,113.25,40825000,4623431250,January-2000,January
4375.71226532126,Spain,ESP,2001,14.64,26.48,64.24,5.9,3.85,115.11,41319000,4756230090,January-2001,January
4522.89376651934,Spain,ESP,2002,15.44,30.67,63.9,5.85,3.75,119.60999999999999,41920000,5014051199.999999,January-2002,January
4470.150807759861,Spain,ESP,2003,15.17,30.33,63.6,5.84,3.45,118.39,42596000,5042940440,January-2003,January
4398.4700310525,Spain,ESP,2004,15.66,27.66,57.29,5.51,2.28,108.4,43308000,4694587200,January-2004,January
4363.602812439,Spain,ESP,2005,15.6,28.09,56.76,5.39,2.22,108.05999999999999,44019000,4756693139.999999,January-2005,January
4225.2016376466,Spain,ESP,2006,15.28,27.2,57.6,4.91,2.2,107.19,44729000,4794501510,January-2006,January
4130.878495164,Spain,ESP,2007,14.91,28.9,59.93,4.52,2.55,110.81,45429000,5033987490,January-2007,January
3838.2947136321604,Spain,ESP,2008,14.72,27.19,54.62,3.48,2.48,102.49000000000001,46069000,4721611810,January-2008,January
3588.87545964736,Spain,ESP,2009,14.22,29.65,48.48,2.82,3.26,98.42999999999999,46584000,4585263120,January-2009,January
3488.5841729858403,Spain,ESP,2010,13.68,27.74,49.38,2.78,3.06,96.64000000000001,46931000,4535411840.000001,January-2010,January
3369.46574853318,Spain,ESP,2011,13.03,29.64,48.32,2.72,2.05,95.76,47084000,4508763840,January-2011,January
3201.7425796501,Spain,ESP,2012,12.43,30.01,48.8,2.3,2.13,95.66999999999999,47063000,4502517209.999999,January-2012,January
3121.8342891699003,Spain,ESP,2013,12.15,28.63,48.92,2.16,2.19,94.05,46931000,4413860550,January-2013,January
3180.9340281369,Spain,ESP,2014,12.26,28.91,49.28,2.36,1.73,94.54,46778000,4422392120,January-2014,January
3171.4999199807,Spain,ESP,2015,12.39,29.36,50.98,2.08,1.63,96.43999999999998,46672000,4501047679.999999,January-2015,January
3235.48185730732,Spain,ESP,2016,12.77,29.94,51.66,2.03,1.54,97.94000000000001,46634000,4567333960.000001,January-2016,January
3238.2189673138405,Spain,ESP,2017,12.74,30.39,53.62,1.94,1.56,100.25,46647000,4676361750,January-2017,January
2587.4911241249206,Turkey,TUR,1961,3.86,2.31,0.01,10.49,0.25,16.92,28147000,476247240.00000006,January-1961,January
2502.0109540428402,Turkey,TUR,1962,4.13,2.27,0.01,9.79,0.25,16.45,28833000,474302850,January-1962,January
2454.0092024309597,Turkey,TUR,1963,3.94,2.24,0.01,9.7,0.23,16.119999999999997,29531000,476039719.99999994,January-1963,January
2323.92982895878,Turkey,TUR,1964,3.62,2.23,0.01,9.28,0.22,15.36,30244000,464547840,January-1964,January
2331.9669940474205,Turkey,TUR,1965,3.7,2.3,0.01,9.25,0.22,15.48,30973000,479462040,January-1965,January
2391.40844770154,Turkey,TUR,1966,3.86,2.29,0.02,9.43,0.21,15.81,31718000,501461580,January-1966,January
2254.11304116774,Turkey,TUR,1967,3.57,2.39,0.02,8.94,0.21,15.129999999999999,32478000,491392139.99999994,January-1967,January
2234.6015864049605,Turkey,TUR,1968,3.68,2.58,0.02,8.73,0.2,15.209999999999999,33256000,505823759.99999994,January-1968,January
2403.8729690429204,Turkey,TUR,1969,4.04,2.79,0.01,9.32,0.19,16.35,34055000,556799250,January-1969,January
2368.4779854081803,Turkey,TUR,1970,3.86,3,0.01,9.28,0.18,16.33,34876000,569525080,January-1970,January
2308.2859253257006,Turkey,TUR,1971,3.44,3.17,0.01,9.32,0.16,16.099999999999998,35721000,575108099.9999999,January-1971,January
2178.9414995117604,Turkey,TUR,1972,2.93,3.51,0.01,9.06,0.09,15.6,36587000,570757200,January-1972,January
2183.9853276538,Turkey,TUR,1973,3.08,3.67,0.01,8.95,0.01,15.719999999999999,37472000,589059840,January-1973,January
2298.5811323404205,Turkey,TUR,1974,3.66,4.08,0.01,9.04,0.06,16.849999999999998,38370000,646534499.9999999,January-1974,January
2487.8216183528803,Turkey,TUR,1975,3.81,4.64,0.01,9.91,0.05,18.419999999999998,39277000,723482339.9999999,January-1975,January
2320.3852317536202,Turkey,TUR,1976,3.23,4.84,0.01,9.51,0.04,17.63,40190000,708549700,January-1976,January
2371.17923930278,Turkey,TUR,1977,3.43,4.51,0.01,9.62,0.06,17.63,41108000,724734040,January-1977,January
2277.713510166,Turkey,TUR,1978,2.74,4.93,0,9.71,0.04,17.42,42040000,732336800.0000001,January-1978,January
1860.07104492744,Turkey,TUR,1979,3.72,4.99,0,6.58,0.06,15.350000000000001,42994000,659957900.0000001,January-1979,January
1770.55765188448,Turkey,TUR,1980,3.21,5.69,0.01,6.52,0.05,15.48,43976000,680748480,January-1980,January
1928.51484174326,Turkey,TUR,1981,3.36,6.3,0,7.22,0.01,16.89,44988000,759847320,January-1981,January
1852.0341146193,Turkey,TUR,1982,3.4,6.32,0,6.77,0.01,16.500000000000004,46025000,759412500.0000001,January-1982,January
1867.06244368732,Turkey,TUR,1983,3.38,5.2,0.01,6.91,0.07,15.57,47073000,732926610,January-1983,January
2606.85857443456,Turkey,TUR,1984,8.09,5.82,0.01,6.72,0.07,20.71,48114000,996440940,January-1984,January
2571.58275411714,Turkey,TUR,1985,7.53,5.69,0.01,7.03,0.06,20.32,49134000,998402880,January-1985,January
2939.0435235154805,Turkey,TUR,1986,9.8,6.19,0.01,6.99,0.05,23.040000000000003,50129000,1154972160.0000002,January-1986,January
2520.0597305859606,Turkey,TUR,1987,7.17,6.75,0,7.03,0.06,21.009999999999998,51101000,1073632009.9999999,January-1987,January
2409.65467823348,Turkey,TUR,1988,6.62,7.26,0,6.9,0.06,20.84,52054000,1084805360,January-1988,January
2504.0191808424206,Turkey,TUR,1989,7.34,7.33,0.01,6.77,0.06,21.509999999999998,52992000,1139857920,January-1989,January
2453.07708809762,Turkey,TUR,1990,7.07,7.68,0.01,6.72,0.06,21.54,53922000,1161479880,January-1990,January
2386.2358448388604,Turkey,TUR,1991,6.78,7.55,0.01,6.62,0.06,21.02,54841000,1152757820,January-1991,January
2236.1187886218804,Turkey,TUR,1992,6.04,7.89,0.01,6.45,0.05,20.44,55749000,1139509560,January-1992,January
2192.55382770098,Turkey,TUR,1993,5.89,8.09,0,6.34,0.05,20.37,56654000,1154041980,January-1993,January
2171.9904023278605,Turkey,TUR,1994,5.79,8.28,0,6.31,0.05,20.43,57564000,1176032520,January-1994,January
2188.76009709694,Turkey,TUR,1995,5.88,8.57,0,6.31,0.05,20.81,58486000,1217093660,January-1995,January
2075.55276583166,Turkey,TUR,1996,5.44,7.18,0,6.14,0.05,18.810000000000002,59423000,1117746630.0000002,January-1996,January
2250.90473849706,Turkey,TUR,1997,6.38,7.88,0,6.23,0.05,20.540000000000003,60373000,1240061420.0000002,January-1997,January
2149.3024895653602,Turkey,TUR,1998,5.93,8.11,0,6.07,0.04,20.15,61330000,1235799500,January-1998,January
2089.80530735074,Turkey,TUR,1999,5.7,9.72,0,5.89,0.05,21.360000000000003,62287000,1330450320.0000002,January-1999,January
2091.68435874214,Turkey,TUR,2000,5.67,10.42,0,5.9,0.05,22.040000000000003,63240000,1393809600.0000002,January-2000,January
1928.8676066961602,Turkey,TUR,2001,5.2,9.51,0,5.47,0.04,20.22,64192000,1297962240,January-2001,January
1843.9543933522202,Turkey,TUR,2002,5.04,10.62,0,5.11,0.03,20.8,65145000,1355016000,January-2002,January
1687.8755041791,Turkey,TUR,2003,4.41,13.06,0,4.73,0.03,22.23,66089000,1469158470,January-2003,January
1865.951088969,Turkey,TUR,2004,5.47,12.93,0,4.76,0.04,23.199999999999996,67011000,1554655199.9999998,January-2004,January
1731.0782332699205,Turkey,TUR,2005,4.75,13.39,0,4.65,0.04,22.83,67903000,1550225490,January-2005,January
1751.8046391912,Turkey,TUR,2006,4.96,13.03,0,4.59,0.04,22.619999999999997,68757000,1555283339.9999998,January-2006,January
1976.8865366413204,Turkey,TUR,2007,6.19,14.84,0,4.65,0.04,25.72,69582000,1789649040,January-2007,January
1800.51937445768,Turkey,TUR,2008,5.25,14.52,0,4.54,0.04,24.349999999999998,70419000,1714702649.9999998,January-2008,January
1638.9333205865,Turkey,TUR,2009,4.55,16.76,0,4.2,0.03,25.540000000000003,71321000,1821538340.0000002,January-2009,January
2352.6714141345,Turkey,TUR,2010,9.3,18.26,0,3.8,0.03,31.390000000000004,72327000,2270344530.0000005,January-2010,January
2570.68005429302,Turkey,TUR,2011,10.34,19.02,0,4.03,0.03,33.42,73443000,2454465060,January-2011,January
2762.6348507044804,Turkey,TUR,2012,11.15,19.33,0,4.34,0.02,34.839999999999996,74651000,2600840839.9999995,January-2012,January
2901.8598763541804,Turkey,TUR,2013,11.64,18.78,0.01,4.68,0.02,35.13,75925000,2667245250,January-2013,January
2949.18293791746,Turkey,TUR,2014,11.82,19.49,0,4.75,0.03,36.09,77229000,2787194610.0000005,January-2014,January
3072.80113649576,Turkey,TUR,2015,12.34,19.72,0,4.95,0.02,37.03000000000001,78529000,2907928870.0000005,January-2015,January
3109.89819559008,Turkey,TUR,2016,12.47,20.13,0,5.02,0.02,37.64000000000001,79828000,3004725920.0000005,January-2016,January
3235.5901783065997,Turkey,TUR,2017,12.9,20.64,0,5.3,0.02,38.86,81116000,3152167760,January-2017,January
6529.366145846641,"United Kingdom",GBR,1961,24.85,6.29,25.29,11.6,1.21,69.24,52728000,3650886719.9999995,January-1961,January
6627.3301115675795,"United Kingdom",GBR,1962,25.6,6.44,26.61,11.39,0.9,70.94,53109000,3767552460,January-1962,January
6660.4647887622195,"United Kingdom",GBR,1963,26.33,6.36,26.13,10.96,0.6,70.38,53501000,3765400379.9999995,January-1963,January
6276.588245931221,"United Kingdom",GBR,1964,23.85,6.9,26.96,11,1.07,69.78,53883000,3759955740,January-1964,January
5959.593105765921,"United Kingdom",GBR,1965,22.09,7.27,28.81,10.72,1.13,70.02,54241000,3797954820,January-1965,January
6237.53252954196,"United Kingdom",GBR,1966,23.71,8.02,27.56,10.84,0.82,70.94999999999999,54569000,3871670549.9999995,January-1966,January
6307.866860056661,"United Kingdom",GBR,1967,24.07,8.7,26.46,10.94,0.81,70.98,54867000,3894459660,January-1967,January
6150.08337058412,"United Kingdom",GBR,1968,23.27,9.8,27.17,10.71,0.87,71.82000000000001,55133000,3959652060.0000005,January-1968,January
6136.2007055371205,"United Kingdom",GBR,1969,23.97,10.13,27.46,9.99,0.66,72.21,55368000,3998123279.9999995,January-1969,January
6123.6273903806405,"United Kingdom",GBR,1970,24.12,10.51,27.52,9.77,0.72,72.64,55573000,4036822720,January-1970,January
6157.67641413494,"United Kingdom",GBR,1971,23.76,10.75,28.99,10.18,0.64,74.32000000000001,55749000,4143265680.0000005,January-1971,January
5975.7105761861,"United Kingdom",GBR,1972,23.45,12.01,28.73,9.44,0.48,74.11,55892000,4142156120,January-1972,January
5520.59712013558,"United Kingdom",GBR,1973,21.97,12.06,27.49,8.36,0.36,70.24,56006000,3933861439.9999995,January-1973,January
5797.713190353801,"United Kingdom",GBR,1974,24.54,11.72,26.43,7.66,0.31,70.66,56092000,3963460720,January-1974,January
5915.99601499532,"United Kingdom",GBR,1975,24.77,11.3,23.73,8.27,0.27,68.33999999999999,56152000,3837427679.9999995,January-1975,January
5498.908123935459,"United Kingdom",GBR,1976,22.95,12.24,24.06,7.57,0.23,67.05,56188000,3767405400,January-1976,January
5336.238618352141,"United Kingdom",GBR,1977,22.57,12.37,25.28,6.95,0.25,67.42,56204000,3789273680,January-1977,January
5603.00282188934,"United Kingdom",GBR,1978,24.14,12.67,25.99,6.95,0.3,70.05,56206000,3937230300,January-1978,January
5670.969952042121,"United Kingdom",GBR,1979,24.29,13.48,27.09,7.09,0.31,72.26,56205000,4061373300.0000005,January-1979,January
5507.00954211762,"United Kingdom",GBR,1980,22.74,13.6,26.42,7.61,0.27,70.64,56209000,3970603760,January-1980,January
5343.171089923,"United Kingdom",GBR,1981,22.57,13.45,26.06,6.9,0.3,69.28,56221000,3894990880,January-1981,January
5176.0471562567,"United Kingdom",GBR,1982,20.91,14.56,25.77,7.44,0.28,68.96,56241000,3878379359.9999995,January-1982,January
5147.29904151056,"United Kingdom",GBR,1983,20.98,14.53,25.86,7.22,0.2,68.79,56277000,3871294830.0000005,January-1983,January
5340.79582145176,"United Kingdom",GBR,1984,22.43,14.87,25,7.02,0.22,69.53999999999999,56333000,3917396819.9999995,January-1984,January
5284.999336055141,"United Kingdom",GBR,1985,21.89,16.08,25.15,7.14,0.28,70.53999999999999,56414000,3979443559.9999995,January-1985,January
5252.871799335579,"United Kingdom",GBR,1986,22.08,17.56,25.01,6.75,0.26,71.66000000000001,56523000,4050438180.0000005,January-1986,January
5372.40525211594,"United Kingdom",GBR,1987,22.77,17.95,25.88,6.72,0.29,73.61,56658000,4170595380,January-1987,January
5216.198875821259,"United Kingdom",GBR,1988,21.65,18.82,25.99,6.83,0.12,73.41,56813000,4170642330,January-1988,January
5214.81049471822,"United Kingdom",GBR,1989,21.78,17.54,25.23,6.8,0.14,71.49,56974000,4073071259.9999995,January-1989,January
5139.3873858944,"United Kingdom",GBR,1990,20.68,18.7,25.06,7.33,0.2,71.97,57134000,4111933980,January-1990,January
5167.16138208326,"United Kingdom",GBR,1991,21.12,19.17,24.93,7.08,0.22,72.52,57291000,4154743320,January-1991,January
5084.37545294832,"United Kingdom",GBR,1992,20.55,23.24,24.6,7,0.24,75.63,57446000,4344640980,January-1992,January
4493.009640900901,"United Kingdom",GBR,1993,17.02,23.73,24.38,6.92,0.19,72.24,57602000,4161168479.9999995,January-1993,January
4418.4317721874,"United Kingdom",GBR,1994,16.85,25.08,24.99,6.58,0.19,73.69,57763000,4256555470,January-1994,January
4510.24215194876,"United Kingdom",GBR,1995,17.39,25.34,23.94,6.65,0.18,73.50000000000001,57932000,4258002000.000001,January-1995,January
4206.81196666158,"United Kingdom",GBR,1996,15.28,26.26,24.65,6.8,0.16,73.14999999999999,58114000,4251039099.9999995,January-1996,January
4363.58796851596,"United Kingdom",GBR,1997,16.81,25.88,24.11,6.34,0.15,73.29,58307000,4273320030.0000005,January-1997,January
4356.41398706628,"United Kingdom",GBR,1998,16.34,28.43,24.79,6.58,0.17,76.31,58510000,4464898100,January-1998,January
4415.07276137324,"United Kingdom",GBR,1999,16.57,28.12,24.36,6.73,0.2,75.98,58716000,4461241680,January-1999,January
4542.120860659261,"United Kingdom",GBR,2000,17.25,28.5,24.15,6.81,0.36,77.07000000000001,58923000,4541195610,January-2000,January
4356.527280934661,"United Kingdom",GBR,2001,17.41,29.11,25.55,5.55,0.84,78.46,59124000,4638869040,January-2001,January
4681.659949958401,"United Kingdom",GBR,2002,19.07,29.08,24.12,5.92,1.04,79.23,59326000,4700398980,January-2002,January
4965.648848365679,"United Kingdom",GBR,2003,20.95,29.76,25.93,5.67,0.61,82.92,59561000,4938798120,January-2003,January
5157.784854559321,"United Kingdom",GBR,2004,21.89,30.97,25.86,5.84,0.38,84.94,59873000,5085612620,January-2004,January
4961.864592155739,"United Kingdom",GBR,2005,20.68,30.79,25.83,5.86,0.36,83.52,60288000,5035253760,January-2005,January
5161.195251204719,"United Kingdom",GBR,2006,21.74,30.73,26.89,5.94,0.41,85.71,60821000,5212967910,January-2006,January
5218.274744690261,"United Kingdom",GBR,2007,21.92,29.02,27.4,6.12,0.67,85.13000000000001,61455000,5231664150.000001,January-2007,January
4968.2206894440005,"United Kingdom",GBR,2008,20.89,28.16,26.08,5.79,0.58,81.5,62145000,5064817500,January-2008,January
4673.6743970097,"United Kingdom",GBR,2009,19.51,28.98,26.12,5.38,0.79,80.78,62829000,5075326620,January-2009,January
4558.640509045821,"United Kingdom",GBR,2010,19.43,30.23,25.78,4.8,0.81,81.05,63460000,5143433000,January-2010,January
4443.327956205139,"United Kingdom",GBR,2011,18.76,30.81,26.69,4.68,1.52,82.46,64022000,5279254120,January-2011,January
4357.145071538341,"United Kingdom",GBR,2012,18.71,31.69,26.51,4.23,1.76,82.90000000000002,64525000,5349122500.000001,January-2012,January
8636.82445483968,"United States",USA,1985,48.71,30.61,29.44,0.72,0.86,110.33999999999999,240500000,26536769999.999996,January-1985,January
7619.81111923538,"United States",USA,1993,42,43.1,30,0.65,0.73,116.48,259532000,30230287360,January-1993,January
2477.8283632464,Vietnam,VNM,2016,11.92,13.52,37.66,0.15,0.16,63.40999999999999,93640000,5937712399.999999,January-2016,January
4254.0783293081995,"United Kingdom",GBR,2015,17.7,31.16,23.43,4.77,1.53,78.58999999999999,65860000,5175937399.999999,January-2015,January
8515.185837096382,"United States",USA,1979,48.13,25.92,30.83,0.67,1.04,106.59000000000002,227339008,24232064862.720005,January-1979,January
418.62139851202005,Vietnam,VNM,1961,1.97,1.64,7.37,0.03,0.04,11.049999999999999,33666000,372009299.99999994,January-1961,January
555.1989696699201,Vietnam,VNM,1995,2.37,2.3,13.16,0.05,0.22,18.099999999999998,74910000,1355870999.9999998,January-1995,January
6754.327663829982,"United States",USA,2011,36.84,51.44,26.81,0.4,0.8,116.29,311584000,36234103360,January-2011,January
425.95175078880004,Vietnam,VNM,1968,1.98,1.72,6.98,0.08,0.06,10.82,41194000,445719080,January-1968,January
10211.58823123178,"United States",USA,1976,58.81,22.82,25.55,0.82,1.04,109.03999999999999,221086000,24107217440,January-1976,January
379.23495375758,Vietnam,VNM,1980,1.87,1.75,5.31,0.02,0.08,9.03,54282000,490166459.99999994,January-1980,January
530.9979308812801,Vietnam,VNM,1993,2.33,2.29,11.7,0.04,0.2,16.56,72300000,1197288000,January-1993,January
7785.114047104161,"United States",USA,1991,43.13,41.03,28.67,0.7,0.75,114.28,254539008,29088717834.24,January-1991,January
483.26516042626,Vietnam,VNM,1986,2.16,2.11,9.81,0.05,0.14,14.270000000000001,62294000,888935380.0000001,January-1986,January
8441.8105557554,"United States",USA,1964,46.96,17.05,29.04,1.75,1.1,95.9,197408000,18931427200,January-1964,January
8487.870867925621,"United States",USA,1981,47.81,27.57,31.41,0.71,0.98,108.47999999999999,231636000,25127873279.999996,January-1981,January
8582.46385221316,"United States",USA,1983,48.41,28.76,29.62,0.75,0.94,108.48,236030000,25604534400,January-1983,January
8557.10269871966,"United States",USA,1984,48.23,29.57,29.32,0.76,0.87,108.75000000000001,238256992,25910447880.000004,January-1984,January
4299.150665500941,"United Kingdom",GBR,2013,18.12,31.55,25.79,4.49,1.54,81.49000000000001,64984000,5295546160.000001,January-2013,January
7756.432255866979,"United States",USA,2001,42.8,47.57,29.16,0.56,0.69,120.78,284608000,34374954240,January-2001,January
7687.80908185346,"United States",USA,2005,42.25,52.62,29.18,0.48,0.77,125.30000000000001,294993984,36962746195.200005,January-2005,January
548.48634268022,Vietnam,VNM,1996,2.28,2.55,13.57,0.06,0.22,18.679999999999996,76069000,1420968919.9999998,January-1996,January
838.1886584504001,Vietnam,VNM,2005,3.03,4.7,26.85,0.11,0.25,34.94,83833000,2929125020,January-2005,January
6660.567501315181,"United States",USA,2013,36.24,50.01,27.64,0.43,0.81,115.13000000000001,316400992,36427246208.96001,January-2013,January
1379.2387321979,Vietnam,VNM,2009,5.57,9.95,34.39,0.15,0.3,50.35999999999999,87092000,4385953119.999999,January-2009,January
7946.764740729521,"United States",USA,1963,43.68,16.61,29.24,1.98,1.1,92.61,194932000,18052652520,January-1963,January
7891.11330780798,"United States",USA,1996,43.83,44.68,28.07,0.55,0.72,117.84999999999998,268335008,31623280692.799995,January-1996,January
6871.147584390001,"United States",USA,2014,37.44,51.17,27.69,0.46,0.81,117.57,318672992,37466383669.439995,January-2014,January
6878.312965869421,"United States",USA,2017,37.08,55.68,30.02,0.51,0.81,124.1,325084992,40343047507.2,January-2017,January
410.08773812518,Vietnam,VNM,1967,1.91,1.73,7.42,0.03,0.07,11.159999999999998,40073000,447214679.99999994,January-1967,January
512.42236793686,Vietnam,VNM,1991,2.35,2.34,9.81,0.03,0.18,14.709999999999999,69437000,1021418269.9999999,January-1991,January
572.9554432881199,Vietnam,VNM,1999,2.23,4.07,15.61,0.06,0.23,22.2,79036000,1754599200,January-1999,January
7807.012006861461,"United States",USA,1995,43.19,43.54,30.03,0.59,0.78,118.13,265164000,31323823320,January-1995,January
7066.74922969038,"United States",USA,2010,38.66,50.94,27.99,0.43,0.8,118.82,309011008,36716687970.56,January-2010,January
516.79425829788,Vietnam,VNM,1988,2.34,2.44,9.97,0.05,0.15,14.950000000000001,65120000,973544000.0000001,January-1988,January
1254.82430205382,Vietnam,VNM,2008,5.05,8.76,31.85,0.13,0.3,46.089999999999996,86243000,3974939869.9999995,January-2008,January
8453.20912275886,"United States",USA,1982,47.76,28.08,28.1,0.74,0.95,105.63,233822000,24698617860,January-1982,January
408.87097707992,Vietnam,VNM,1969,1.96,1.61,6.63,0.03,0.05,10.28,42307000,434915960,January-1969,January
595.53208360588,Vietnam,VNM,2000,2.29,4.52,16.5,0.06,0.24,23.609999999999996,79910000,1886675099.9999998,January-2000,January
9895.45686323956,"United States",USA,1977,56.85,23.15,26.97,0.75,1.01,108.73,223136000,24261577280,January-1977,January
7936.773164310061,"United States",USA,2002,43.75,49.31,29.96,0.58,0.79,124.39000000000001,287279008,35734635805.12,January-2002,January
6707.39725148126,"United States",USA,2016,36.08,55.55,29.94,0.48,0.81,122.86,323016000,39685745760,January-2016,January
538.1792574166601,Vietnam,VNM,1992,2.41,2.44,11.23,0.03,0.18,16.29,70883000,1154684070,January-1992,January
530.6658187630201,Vietnam,VNM,1997,2.1,3.64,13.93,0.06,0.24,19.97,77133000,1540346010,January-1997,January
2526.6434531029004,Vietnam,VNM,2015,12.2,15.16,36.7,0.16,0.13,64.35,92677000,5963764949.999999,January-2015,January
8861.44122918396,"United States",USA,1967,49.62,19.95,28.61,1.58,1.11,100.86999999999999,203904992,20567896543.039997,January-1967,January
415.73620891324003,Vietnam,VNM,1962,1.95,1.72,7.35,0.03,0.05,11.1,34683000,384981300,January-1962,January
385.71205317026005,Vietnam,VNM,1974,1.87,1.84,5.51,0.04,0.08,9.339999999999998,47658000,445125719.9999999,January-1974,January
433.73599087788006,Vietnam,VNM,1982,2.01,2.16,7.82,0.03,0.06,12.08,56814000,686313120,January-1982,January
626.8990487542001,Vietnam,VNM,2001,2.38,4.72,17.93,0.06,0.21,25.3,80743000,2042797900,January-2001,January
419.70070836900004,Vietnam,VNM,1965,1.98,1.87,7.16,0.03,0.06,11.1,37859000,420234900,January-1965,January
407.13472320376,Vietnam,VNM,1971,1.97,1.62,6.13,0.04,0.07,9.829999999999998,44484000,437277719.99999994,January-1971,January
533.1535171720001,Vietnam,VNM,1998,2.06,3.79,14.68,0.06,0.22,20.81,78116000,1625593960,January-1998,January
9042.14627030814,"United States",USA,1968,50.75,19.77,29.55,1.51,1.1,102.67999999999999,205806000,21132160080,January-1968,January
7949.99574470282,"United States",USA,1999,43.85,47.81,30.84,0.57,0.75,123.82,278548000,34489813360,January-1999,January
7410.3596028455595,"United States",USA,2008,40.58,51.61,29.08,0.5,0.84,122.61,303486016,37210420421.76,January-2008,January
914.3957623508,Vietnam,VNM,2006,3.31,5.32,29.1,0.12,0.26,38.11,84618000,3224791980,January-2006,January
525.63778958868,Vietnam,VNM,1990,2.38,2.46,10.34,0.04,0.16,15.379999999999999,67989000,1045670819.9999999,January-1990,January
662.7644993462401,Vietnam,VNM,2002,2.44,5.21,19.86,0.07,0.22,27.799999999999997,81534000,2266645200,January-2002,January
684.71595920074,Vietnam,VNM,2003,2.46,5.48,21.42,0.07,0.23,29.660000000000004,82302000,2441077320.0000005,January-2003,January
2636.44492173224,Vietnam,VNM,2017,12.89,12.33,37.74,0.19,0.18,63.33,94601000,5991081330,January-2017,January
7845.7012912069795,"United States",USA,1994,43.39,43.91,30.35,0.59,0.76,119.00000000000001,262240992,31206678048.000004,January-1994,January
7763.929348620862,"United States",USA,2004,42.64,51.87,29.96,0.53,0.77,125.77,292355008,36769489356.159996,January-2004,January
7223.919614669219,"United States",USA,2009,39.61,48.75,29.07,0.46,0.82,118.71,306308000,36361822680,January-2009,January
8714.524366499161,"United States",USA,1966,48.88,19.22,26.16,1.61,1.12,96.99,201896000,19581893040,January-1966,January
7846.687637315061,"United States",USA,1998,43.34,45.31,30.48,0.58,0.69,120.4,275175008,33131070963.2,January-1998,January
741.0315243012,Vietnam,VNM,2004,2.65,5.04,23.72,0.09,0.22,31.719999999999995,83063000,2634758359.9999995,January-2004,January
1708.5854347309403,Vietnam,VNM,2012,7.48,12.4,34.7,0.13,0.29,55.00000000000001,89802000,4939110000.000001,January-2012,January
4194.16636882772,"United Kingdom",GBR,2017,17.8,31.94,24.71,4.26,1.19,79.9,66727000,5331487300,January-2017,January
